stop_code,stop_name
8977,Spooner Lane
1701,Panorama Road
1469,Penrose Road/Bailey Road
8692,Penrose Station/Station Road
1892,Olive Road
8174,Maurice Road
8267,Mt Smart Road/Rockfield Road
1829,Mount Smart Road/Victoria Street
8845,Three Kings Shops
8843,Frost Road
8841,Bremner Avenue
8839,Dominion Road School
1883,May Road
8837,Mount Albert Road/Mons Avenue
8835,Wesley Methodist Church
8827,Mount Albert Road/Owairaka Avenue Shops
8825,Alberton
8823,Owairaka/Mount Albert
8821,Kitenui Avenue
8819,Mount Albert Presbyterian Church
8035,Benfield Avenue
8033,Gladstone Primary
8879,Mount Albert Unitec Entry 3
8031,Mount Albert Unitec Entry 2
8029,Mount Albert Unitec Entry 1
8800,Hendon Avenue/New North Road
8802,Harlston Road
1848,Range View Road
8804,Hargest Terrace
8806,Barrymore Road
8269,Stoddard Road/Richardson Road
1367,Denny Avenue
8598,Somerset Road
1365,Mount Roskill School Campus
8965,Hayr Road roundabout
8967,Bunnings Mount Roskill
8969,Parkside Village
1042,Pleasant Street
1532,Trafalgar Street/Royal Oak Intermediate
8599,Stop G Onehunga
8156,Church Street/Victoria Street
8158,Alfred Street
8160,Captain Springs Road
8162,Patrick Street
8164,Goodman Place
1878,Go Media Stadium
7995,Go Media Stadium
8169,Goodman Place
8167,Patrick Street
8165,Te Papapa
8163,Captain Springs Road
8161,Alfred Street
1025,Church Street/Victoria Street
8587,Stop C Onehunga
1763,Royal Oak Intermediate School
1033,Pleasant Street
8960,Parkside Village
8958,Bunnings Mount Roskill
8990,Hayr Road roundabout
1392,Mount Roskill School Campus
1369,Somerset Road
1394,Denny Avenue
8270,Stoddard Road/Richardson Road
8807,Barrymore Road
8805,Hargest Terrace
8857,Range View Road
8801,Hendon Avenue/New North Road
5962,Clark Street
5964,Hill Crescent
8471,Portage Road/Bolton Street
5987,Blockhouse Bay Intermediate
8469,65 Bolton Street
8467,St Dominic's School
8930,Richardson Road/May Road School
8932,Playfair Road
8934,Richardson Road/Dominion Road
1872,Nash Road
8938,Richardson Road/Hillsborough Road
1842,Hillsborough Park
1844,Frederick Street
1860,Hendry Avenue
1038,Princes Street/Onehunga Station
1859,Hendry Avenue
1843,Frederick Street
1841,Hillsborough Park
8945,Richardson Road/Hillsborough Road
1879,Nash Road
8939,Richardson Road/Dominion Road
8937,Playfair Road
8935,Richardson Road/May Road School
8466,Blockhouse Bay Intermediate
5968,Portage Road/Bolton Street
8465,Hill Crescent
5957,Clark Street
7523,Mountain Road
7521,Barrack Road
7519,Ellerslie Panmure Highway/Burt Road
7517,Ellerslie Panmure Highway/Harris Road
7515,Harrison Road
7513,Ballarat Street
7511,Ellerslie Park Road
7509,Ellerslie Domain
7505,Stop A Ellerslie
7613,Woolworths Greenlane
7611,Momona Road
7607,Karetu Road
7605,Great South Road/Market Road
8480,Dilworth School
7601,Ngaire Avenue
7020,Commerce Street
1420,Britomart Place
7144,Stop A Waterloo Quadrant
7152,Stop C Auckland Universities
7156,Symonds Street/Karangahape Road
1028,Park Road/Auckland City Hospital
7206,Stop B Westfield Newmarket
7210,St Marks Road
7600,Ngaire Avenue
7602,Dilworth School
7604,Great South Road/Market Road
7606,Karetu Road
7610,Momona Road
7612,Woolworths Greenlane
7504,Stop B Ellerslie
7506,Ellerslie Domain
7508,Ellerslie Panmure Highway
7510,Ellerslie Park Road
7512,Ballarat Street
7514,Harrison Road
7516,Ellerslie Panmure Highway/Stanhope Road
7518,Ellerslie Panmure Highway/Harris Road
7520,Ellerslie Panmure Highway/Burt Road
7522,Barrack Road
7524,Mountain Road
6188,Harris Road
6062,Pakuranga Plaza
6798,St Kentigern College
2388,Johns Lane
6066,Glenmore Road
6068,Gossamer Drive
6072,Lloyd Elsmore Park
6074,Fortunes Road
6076,Pakuranga College
6064,Highland Park Pakuranga Road
6080,Angelo Avenue
6082,Pakuranga Road/Howick Intermediate
2103,Vincent Street
6261,Howick Medical Centre
6263,Bleakhouse Road
6262,Stockade Hill
6264,Howick Village
6282,Nixon Centennial Park
6280,Howick Beach
6284,Island View Terrace
2437,Churchill Road
2435,Bemrose Place
6290,Cockle Bay School
6292,Sandspit Road/Howick College
6250,Currell Way
6252,Meadowland Reserve
6254,Renway Rise
6256,Meadowlands Shopping Centre
6200,Northpark Avenue
6204,Millhouse Reserve
1936,Millhouse Medical Centre
6212,Botany Road
6031,Botany Super Clinic
1998,Ko Lane
6230,Paradice Ice Skating
1928,Hawthorden Reserve
6270,Abercrombie Street
6272,Drake Street
1930,Cook Street/Union Road
1982,Yeoman Place
1978,New World Howick
1980,Pegler Drive
1912,Bradbury Road/Union Road
1910,Bradbury Road/Highland Park Drive
6214,Bradbury Road/Lexington Drive
6008,Gwenand Place
6216,Bradbury Road/Lewisham Street
2202,Aviemore Drive
1902,Bradbury Road
1923,Lochend Place
1921,Ben Lomond Crescent
6183,Hope Farm Avenue
6181,Cascades Road/Lloyd Elsmore Park
6067,Cascades Road
6065,Gossamer Drive
6092,Pakuranga Road
6094,Elm Park School
6096,Beechdale Crescent
1969,Alton Terrace
1973,Udys Road
1971,Grassways Avenue
6823,St Kentigern College
6060,Pakuranga Plaza
1972,William Roberts Road
1968,Grassways Avenue
1970,Udys Road
1966,Alton Terrace
6097,Reeves Road
6095,Elm Park School
6093,Elm Park
6174,Cascades Road/Lloyd Elsmore Park
6176,Hope Farm Avenue
1920,Ben Lomond Crescent
1922,Lochend Place
1903,Bradbury Road
6223,Aviemore Drive
6221,Bradbury Road/Lewisham Street
2083,Gwenand Place
6219,Bradbury Road/Lexington Drive
6217,Bradbury Road/Highland Park Drive
6215,Bradbury Road/Union Road
1987,Pegler Drive
1979,New World Howick
1989,Yeoman Place
1935,Cook Street/Union Road
1731,Gibraltar Street
6275,Abercrombie Street
1933,Hawthorden Reserve
6267,Howick Village
6163,Bucklands Beach School
6915,Devon Road
6161,Lynton Road
1929,Musick Point Road
6050,The Parade
6028,18 Hattaway Avenue
6052,Bucklands Beach Bowling Club
1981,Bucklands Beach
6122,Wharf Road
6154,Whitcombe Road
1918,Vivian Wilson Drive
6158,Sea Spray Drive
6160,Oliver Road
6300,Macleans Road/Macleans College
2102,Macleans Road
6186,Wycherley Drive
2100,Bucklands Beach Road
6162,Gills Road
6150,4 Casuarina Road
6152,Kereru Place
6145,Wakaaranga School
6143,Butley Drive/Farm Cove Intermediate
6891,Fisher Parade
6089,Hamish Place
6087,Fordyce Avenue
6085,The Boulevard
6084,Pakuranga Road
6784,The Boulevard
6086,Fordyce Avenue
6088,Hamish Place
6090,Fisher Parade
6146,Butley Drive/Farm Cove Intermediate
6148,Wakaaranga School
6745,Hayes Place
6151,Casuarina Road/Pigeon Mountain Road
6149,Kereru Place
6147,15 Casuarina Road
6159,Gills Road
6195,Bucklands Beach Road
2101,Wycherley Drive
6193,Macleans Road
6993,Macleans Road/Macleans College
6157,Oliver Road
6155,Sea Spray Drive
1919,Vivian Wilson Drive
6153,Whitcombe Road
1931,Waller Avenue
6305,Harvey Norman Botany
6936,Keppoch Court Walkway
6248,Kilimanjaro Drive
1926,Bruce McLaren Retirement Village
2112,Santa Ana Drive
6247,159 Whitford Road
6251,Meadowlands Shopping Centre
6677,Morrin Cooper Park
6463,Wellington Street
6260,Bleakhouse Road
6258,Howick Medical Centre
6918,Vincent Street
6075,Pakuranga Road/Howick Intermediate
6073,Angelo Avenue
6071,Highland Park Pakuranga Road
6069,Pakuranga College
2439,Pakuranga Road/Lloyd Elsmore Park
6063,Johns Lane
6240,Morrin Cooper Park
6242,Gillett Place
6244,Meadowlands Shopping Centre
6246,174 Whitford Road
2111,Santa Ana Drive
1927,Bruce McLaren Retirement Village
6257,Kilimanjaro Drive
6938,Keppoch Court Walkway
6235,Paradice Ice Skating
6053,Botany Super Clinic
6243,Botany Road
1941,Millhouse Medical Centre
6210,Millhouse Reserve
6207,Northpark Avenue
6205,Meadowlands Shopping Centre
6201,Renway Rise
6203,Meadowland Reserve
6259,Currell Way
6287,Sandspit Road/Howick College
6285,Cockle Bay School
6276,Bemrose Place
6278,Churchill Road
6281,Island View Terrace
6277,Howick Beach
6279,Nixon Centennial Park
1908,Vesca Place
1925,Bernie Edwards Place
6213,Amerce Place
6211,Aviemore Drive/Lloyd Elsmore Park
6377,Aviemore Drive/Highland Park Drive
2076,Woolworths Highland Park
6249,Aberfeldy Avenue/Pakuranga Road
2031,Tangelo Place
2044,Tangelo Place
6209,Woolworths Highland Park
6202,Aviemore Drive/Highland Park Drive
2104,Aviemore Drive/Lloyd Elsmore Park
2150,Aviemore Drive/Lewisham Street
6208,Amerce Place
1924,Bernie Edwards Place
1911,Vesca Place
2029,Elim Christian College
2367,Pinewood Grove
6229,Mirrabooka Avenue
6225,Botany Road/Lexington Drive
1907,Andrew Road
1909,Botany Road/Howick Intermediate
1939,Tate Grove
6117,Galloway Crescent
6115,Wakaaranga Creek Reserve
6113,Birman Close
6111,Himalaya Drive
6109,Pigeon Mountain Road
1900,Fresh Choice Half Moon Bay
1940,Half Moon Bay Terminal
1901,Fresh Choice Half Moon Bay
6110,Pigeon Mountain Road
6112,Himalaya Drive
6114,Birman Close
6116,Wakaaranga Creek Reserve
6118,Galloway Crescent
1934,Tate Grove
1906,Botany Road/Howick Intermediate
1904,Andrew Road
6222,Botany Road/Lexington Drive
2042,Mirrabooka Avenue
2040,Pinewood Grove
2192,Elim Christian College
1976,Sunnyview Avenue
2699,Somerville Road
1974,John Gill Road
6782,Robbies Road
6283,Tui Vale Road
1985,Shelly Beach Parade
2369,Stevenson Way
6178,Patons Road
2114,Murvale Reserve
1945,Murvale Drive
1522,Glennandrew Drive
6355,Jillteresa Crescent
6055,Loloma Drive
6078,Loloma Drive
6916,Jillteresa Crescent
1942,Murvale Drive
6185,Murvale Reserve
1905,Patons Road
6286,Tainui Road
6288,Shelly Beach Parade
1964,Sea View Terrace
1991,Robbies Road
6291,John Gill Road
6289,Somerville Road
1975,Sunnyview Avenue
2146,Maraetai Beach
2151,Maraetai Park
1950,Maraetai Heights Road
1952,Omana Heights Drive
1954,Te Puru Drive
2365,Pohutukawa Coast Shopping Centre
6040,Atalanta Way
6057,Blakewell Place
2187,Shelly Bay Road
1997,Bell Road
1983,Beachlands Village
6019,Beachlands Domain
1994,Karaka Road
6070,Pine Harbour Marina
1995,Karaka Road
6012,Beachlands Domain
2000,Beachlands Village
1996,Bell Road
2184,Shelly Bay Road
6056,Leigh Auton Reserve
6045,Intrepid Crescent
2366,Pohutukawa Coast Shopping Centre
1955,Te Puru Drive
1953,Omana Heights Drive
6682,Maraetai Shops
2140,Maraetai Park
6001,Intrepid Crescent Reserve
2186,Julia Way
2190,Third View Avenue
1997,99A Second View Avenue
1992,Beachlands Domain
6000,Beachlands Firestation
6002,Shelly Bay Road
6054,Intrepid Crescent Reserve
1947,Kouka Road
1951,Kahawairahi Drive
1949,Jack Lachlan Drive
6884,Whitford Village
1988,Whitford Village
1946,Jack Lachlan Drive
1948,Kahawairahi Drive
1944,Kouka Road
7540,Caen Road
7544,Larsen Road
7546,Tamaki Primary School
7548,Tobruk Road
7550,Tripoli Road/Torino Street
1837,Erima Avenue/Tripoli Road
7552,Erima Avenue/Anderson Avenue
7554,Point England roundabout
7556,Waddell Avenue
7558,Pt England Road/Pilkington Road
7560,Talbot Reserve
7559,Talbot Reserve
7557,Pt England Road/Pilkington Road
7555,Waddell Avenue
7553,Erima Avenue
7551,Point England roundabout
7549,Erima Avenue/Anderson Avenue
1838,Erima Avenue/Tripoli Road
7547,Tripoli Road/Torino Street
7545,Tripoli Road/Oran Road
7543,Tamaki Primary School
7541,Larsen Road
7537,Caen Road
1875,Hamlin Road
1410,Panmure Library
7682,Stewart Avenue
7684,Court Crescent/Pilkington Road
7686,Hobson Drive
7928,Court Crescent/Oran Road
7930,Court Crescent/Pilkington Road
7932,Pilkington Road/Torino Street
1361,Pilkington Road/Tripoli Road
7934,Pilkington Road/Anderson Avenue
7936,Salima Talagi Street
1853,Eastview Road
7826,Paddington Reserve
7971,Mount Taylor Drive/Ashby Avenue
7969,Mount Taylor Drive/Sierra Street
7967,Glendowie Community Centre
1091,Riddell Road
7380,Riddell Road/Rochdale Avenue
7382,Rochdale Avenue/Colchester Avenue
7384,Rochdale Avenue/Whitehaven Road
7386,Chesterfield Avenue/Kesteven Avenue
7388,Maskell Street
7351,Bay Road
7349,19 Bay Road
7347,Rarangi Road
7317,Turua Street
7344,Stop B St Heliers
7346,Rarangi Road
7348,22 Bay Road
7391,Chesterfield Avenue/Kesteven Avenue
7387,Rochdale Avenue/Whitehaven Road
7385,Rochdale Avenue/Colchester Avenue
7383,Riddell Road/Rochdale Avenue
7965,Glendowie College
7972,Glendowie Community Centre
7974,Mount Taylor Drive/Sierra Street
7833,Line Road/West Tamaki Road
1826,Eastview Road
7280,Taniwha Street/Line Road
7933,Salima Talagi Street
7931,Pilkington Road/Anderson Avenue
7929,Tripoli Road roundabout
7927,Pilkington Road/Torino Street
7925,Court Crescent/Pilkington Road
7923,Court Crescent/Oran Road
7693,Hobson Drive
7691,Court Crescent/Pilkington Road
7689,Stewart Avenue
7687,Panmure Library
7489,Marua Road
1388,50 Lunn Avenue
1386,Ngahue Drive
1375,Lunn Avenue
1351,Ngahue Drive/Norman Lesser Drive
1300,Auckland Netball Centre
1046,Tihi Street
1305,Stonefields Wetlands
1317,Stonemason Avenue
1891,Stonefields Avenue
1498,Morrin Road/Colin Maiden Park
8535,Morrin Road/Colin Maiden Park
1886,Morrin Road
1898,College Road
1306,Stonefields Wetlands
1045,Tihi Street
1301,Auckland Netball Centre
1382,Ngahue Drive/Norman Lesser Drive
1384,Lunn Avenue
1357,New World Stonefields
1377,47 Lunn Avenue
7480,Marua Road
7842,Kohimarama Road/Selwyn College
1825,PAK'nSAVE Glen Innes
7067,Castledine Crescent
8261,Lintaine Place
7836,St Thomas' Church
7585,Felton Mathew Avenue
7419,Wairua Reserve
7417,Remuera Library
7415,Remuera Shopping Centre
7413,King's School
7411,Market Road
7409,Ohinerau/Mount Hobson
7407,Pere Street
7405,St Marks Road
7403,St Marks Church
7401,Stop E Newmarket Station
1088,International Convention Centre
1334,Halsey Street/Victoria Park
1072,Daldy Street/Gaunt Street
1068,Madden Street
1067,Madden Street
1065,Daldy Street/Gaunt Street
1319,Halsey Street/Victoria Park
7041,Wellesley Street/Federal Street
7400,Stop F Newmarket Station
7402,St Marks Church
7404,St Marks Road
7406,Community of St Luke
7408,Ohinerau/Mount Hobson
7410,Market Road
7412,King's School
8538,Remuera Shopping Centre
7414,Remuera Library
7416,Lochiel Road
7418,Wairua Reserve
7420,Green Lane East
7590,Felton Matthew Avenue
7843,St Thomas' Church
8784,Lintaine Place
7278,Castledine Crescent
1830,PAK'nSAVE Glen Innes
7487,Marua Road/Burt Road
7485,Marua Road/Harris Road
7483,181 Marua Road
7481,Marua Road/Stanhope Road
7479,Dryden Place
7477,Celtic Crescent
7475,Whites Way
7473,55 Marua Road
7471,Michaels Avenue
7703,Ladies Mile/Peach Parade
7701,Ladies Mile/Remuera Road
7700,Ladies Mile/Remuera Road
7702,Ladies Mile/Peach Parade
7704,Abbotts Way
7464,Michaels Avenue
7466,72 Marua Road
7468,Whites Way
7470,Celtic Crescent
7472,Dryden Place
7474,Marua Road/Stanhope Road
7476,Marua Road/Harris Road
7478,Marua Road/Burt Road
7758,Benson Road roundabout
7760,Kenny Road
7755,Lucerne Road
7747,Benson Road Shops
7791,Dempsey Street
7761,Orakei Road/Benson Road
7759,Combes Road
7757,Rangitoto Avenue
7685,Remuera Reserve
7683,Westbury Crescent
7681,Eastbourne Road
7679,Portland Road/Aldred Road
7677,Scherff Road
7675,Portland Reserve
7673,Shore Road
7671,Shore Road Reserve
7633,Thomas Bloodworth Park
7669,Lee Street
7667,Kenderdine Lane
7665,Brighton Road
7663,Parnell District School
7661,St Stephens Avenue/Canterbury Place
7659,Gladstone Road/Canterbury Place
7657,Stanwell Street
7655,Parnell Rose Garden
7653,Balfour Road
1331,Gladstone Road
1353,Strand Station
7183,Churchill Street
7179,Spark Arena
7028,Fort Street
7182,Spark Arena
1358,Strand Station
1336,Gladstone Road
7646,Balfour Road
7648,Parnell Rose Garden
7650,Stanwell Street
7652,Gladstone Road/Canterbury Place
7654,St Stephens Avenue/Canterbury Place
7656,Parnell District School
7658,Brighton Road
7660,Kenderdine Lane
7662,Lee Street
7664,Thomas Bloodworth Park
7666,Shore Road
7668,Portland Reserve
7670,Scherff Road
7672,Portland Road/Aldred Road
7674,Eastbourne Road
7676,Westbury Crescent
7762,Orakei Road/Remuera Road
7764,28 Orakei Road
7766,Rangitoto Avenue
7768,Combes Road
7770,Orakei Road/Benson Road
7756,Dempsey Street
1708,Benson Road Shops
7482,Crown Lane
7938,Heatherbank Street
7940,Halford Place
7942,Tamaki College
7944,Fenchurch Street Shops
7948,Mansfield Street
7950,Silverton Avenue
1505,Taniwha Street/West Tamaki Road
7964,Sacred Heart College
7127,Elstree Avenue Shops
7257,Navarre Road
7828,West Tamaki Road/Line Road
7830,Emerson Street
7832,St Heliers Bay Road/West Tamaki Road
7834,Glen Atkinson Street
7838,299 Kohimarama Road
7840,St Thomas's School
7844,Barfoot and Thompson Stadium
7846,Kepa Bush Reserve
7848,Kepa Road/Eastridge Shopping Centre
7850,Kepa Road/Orakei Shops
7880,Orakei Presbyterian Church
7882,Puna Street
7884,Orakei School
7886,Coates Avenue/Orakei Shops
7888,Awarua Crescent
7890,Paritai Drive
8981,Tamaki Drive/Ngapipi Road
7309,Parnell Baths
7307,Teal Park
7305,The Strand
7003,Woolworths Quay Street
1018,Woolworths Quay Street
7302,The Strand
7304,Teal Park
7306,Parnell Baths
7899,Tamaki Drive/Ngapipi Road
7892,Paritai Drive
7895,Awarua Crescent
7893,Coates Avenue/Orakei Shops
7891,Orakei School
7889,Puna Street
7887,Orakei Presbyterian Church
7859,Kepa Road/Orakei Shops
7857,Kepa Road/Eastridge Shopping Centre
7855,Kepa Road/Eastridge Shopping Centre
7853,Kepa Bush Reserve
7851,Kepa Road Shops
1030,Kohimarama Road/Selwyn College
7614,St Thomas's School
7845,299 Kohimarama Road
7841,Glen Atkinson Street
7837,West Tamaki Road
7835,Emerson Street
7256,West Tamaki Road/Ashby Avenue
7258,Navarre Road
7276,Elstree Avenue Shops
7959,Sacred Heart College
7947,Silverton Avenue
7945,Mansfield Street
7941,Fenchurch Street Shops
7939,Tamaki College
7937,Tosca Lane
7823,Taniwha Street/Line Road
7976,Mount Taylor Drive/Ashby Avenue
7978,Odessa Crescent
7980,St Heliers Fire Station
7982,Tarawera Terrace
7984,Dingle Dell Reserve
7986,Towai Street
7988,Melanesia Road
7990,Allum Street
7992,Madills Farm
7994,Melanesia Road Shops
7996,Tamaki Drive
7335,Tamaki Drive/Kohimarama Road
7333,163 Tamaki Drive
7331,Selwyn Avenue
7329,Stop A Mission Bay
7327,Selwyn Domain
1403,Bastion Point/Takaparawha
7323,Kelly Tarlton's
7321,Orakei Domain
7319,Okahu Street
7315,Tamaki Drive/Ngapipi Road
7019,Commerce Street
7312,Tamaki Drive/Ngapipi Road
7316,Okahu Street
7318,Orakei Domain
7320,Kelly Tarlton's
7325,Bastion Point/Takaparawha
7324,Tamaki Yacht Club
7326,Selwyn Domain
7328,Stop B Mission Bay
7330,Selwyn Avenue
7332,163 Tamaki Drive
7334,Tamaki Drive/Kohimarama Road
7991,Tamaki Drive
7989,Melanesia Road Shops
7987,Madills Farm
7985,Allum Street
7983,Melanesia Road
7981,Towai Street
7979,Dingle Dell Reserve
7977,Tarawera Terrace
7975,St Heliers Fire Station
7973,Odessa Crescent
7340,Tamaki Drive/Long Drive
7342,Vellenoweth Green
7350,Bay Road
7129,Waimarie Street
7352,Glover Park
7354,759 Riddell Road
7356,Karaka Park Place
7358,Abingdon Place
7360,Peacock Street
7362,Churchill Park
7364,401 Riddell Road
7366,Clouston Street
7368,Riddell Road/Whitehaven Road
7370,Glendowie Road
7372,Roberta Reserve
7374,Glendowie Park
7376,183 Riddell Road
7378,Grantham Road
7301,Stop C St Heliers
7341,Tamaki Drive/Long Drive
7339,Sage Road
7337,Kohimarama Beach
7336,Kohimarama Beach
7338,Sage Road
7244,Stop D Mission Bay
7246,Cullwick Road
7248,Ronaki Road
7250,Selwyn Avenue/Kohimarama Road
7252,Kohimarama School
7254,Comins Crescent
7769,Orakei Road/Orakei Station
7767,Upland Road
7771,Mahoe Avenue
7787,Victoria Avenue/Baradene College
7781,Hiriri Avenue
7779,Victoria Avenue Shops
7777,Victoria Avenue/Aldred Road
7775,Chatfield Place
7773,Waiata Avenue
7199,Olympic Pool
7197,Parnell Library
1345,Auckland Museum
7198,Parnell Library
7200,Olympic Pool
7780,Waiata Avenue
7782,Chatfield Place
7784,Victoria Avenue/Aldred Road
7786,Victoria Avenue Shops
7788,Hiriri Avenue
7724,Mahoe Avenue
7776,Upland Road
7778,Orakei Road/Orakei Station
7255,Comins Crescent
1899,Kohimarama School
1359,Holgate Road
1601,Barrack Road/Penrose Road
7299,Barrack Road/Boakes Road
7497,45 Boakes Road
7804,Harwood Road/Boakes Road
7898,Almond Place
7596,Ferndale Road
7457,Faber Avenue
7495,Stanhope Road School
7460,Morrin Street
7462,Derby Downs Place
7706,Koraha Reserve
7708,Grand Drive
7712,Winhall Rise
7716,Towle Place
7720,Rosepark Crescent
1897,Gerard Way/Norman Lesser Drive
7564,Mount Carmel Place
7566,Mount Carmel School
7568,Bonnie Brae Reserve
7570,Bonnie Brae Road/Meadowbank Road
7592,Meadowbank Retirement Village
7589,Meadowbank Station
7572,Tahapa Crescent
7574,Temple Street
7576,Meyrick Place
7578,Parsons Road
7580,Tipene Place
7582,Houghton Street
7584,148 Gowing Drive
7586,Worchester Road
7588,St Johns Road
7854,Godden Crescent
7856,Patteson Reserve
7858,Codrington Crescent
7245,Stop C Mission Bay
7865,Codrington Crescent
7863,Patteson Reserve
7861,Palmer Crescent
7583,St Johns Road
7581,Worchester Road
7579,105 Gowing Drive
7577,Houghton Street
7575,Tipene Place
7573,Parsons Road
7571,Meyrick Place
7569,Temple Street
7567,Tahapa Crescent
7563,Mount Carmel School
7561,Mount Carmel Place
1880,Gerard Way/Norman Lesser Drive
7719,Rosepark Crescent
7715,Towle Place
7711,Winhall Rise
7707,Grand Drive
7705,Koraha Reserve
7469,Derby Downs Place
7467,Morrin Street
7598,Stanhope Road School
1414,Faber Avenue
7289,Ferndale Road
7603,Almond Place
7597,Harwood Road/Boakes Road
7794,60 Boakes Road
7640,Barrack Road/Boakes Road
7644,Barrack Road/Penrose Road
7103,Riddell Road/Kesteven Avenue
1047,Riddell Road/Sierra Street
1890,EastMed Medical Centre
7740,St Heliers Bay Road/Long Drive
7742,Maxine Place
7883,Orakei Community Centre
7881,Tokomaru Street
7879,Orakei Baptist Church
7877,Te Arawa Street
7875,Kurahaupo Street
7873,Eastcliffe Retirement Village
7871,Aotea Street
1413,Rukutai Street
7869,Atkin Avenue
7867,Patteson Avenue
7345,Stop A St Heliers
7860,Patteson Avenue
7862,Atkin Avenue
7864,Rukutai Street
7866,Aotea Street
7868,Eastcliffe Retirement Village
7870,Kurahaupo Street
7872,Te Arawa Street
7874,Orakei Baptist Church
7876,Tokomaru Street
7878,Orakei Community Centre
7839,West Tamaki Road
7741,Maxine Place
7739,St Heliers Bay Road/Long Drive
1895,Grace Joel Retirement Village
7242,Riddell Road/Sierra Street
8860,Riddell Road/Kesteven Avenue
7381,Grantham Road
7379,134 Riddell Road
7377,Glendowie Park
7375,Roberta Reserve
7373,Glendowie Road
7371,Riddell Road/Whitehaven Road
7369,Clouston Street
7367,294 Riddell Road
7365,Churchill Park
7363,Peacock Street
7361,Abingdon Place
7359,Karaka Park Place
7357,438 Riddell Road
7355,Glover Park
7353,Waimarie Street
3530,Bayswater Terminal
3532,O'Neill's Park
3534,Lansdowne Street
3536,Balfour Street
3538,Sandy Bay Road
3540,Bayswater Park
3542,Leander Road
3544,Preston Avenue
3546,Moana Avenue
3397,Corella Road
3548,Bardia Street/Lake Road
3550,Coronation Street
3525,Creamer Avenue/Eversleigh Road
3529,Rutherford Street
3531,Northboro Road/Eversleigh Road
3533,Birchfield Road
3535,Northboro Road/Jutland Road
3543,Norman Road
3545,Hart Road
3539,Charles Street
3537,Walter Street/Jutland Road
3541,Sydney Street
3387,Hauraki Corner
3447,Cameron Street
3383,Lake Road/Bracken Avenue
3381,Stop C Takapuna
3630,Barrys Point Road
4448,Des Swann Drive
4087,Stop D Akoranga
4313,Des Swann Drive
3277,Barrys Point Road
3551,Stop A Takapuna
3414,Takapuna Methodist Church
3416,Cameron Street
3562,Jutland Road/Lake Road
3560,Northboro Road/Jutland Road
3558,Birchfield Road
3556,Northboro Road/Eversleigh Road
3554,Rutherford Street
3552,Creamer Avenue/Eversleigh Road
3527,Coronation Street
3424,Winscombe Street
3523,Moana Avenue
3521,Preston Avenue
3519,Leander Road
3517,Bayswater Park
3513,Sandy Bay Road
3511,Balfour Street
3507,O'Neill's Park
3486,Esmonde Road/Lake Road
3484,Eldon Street
4111,Harbourside Church
7037,Daldy Street
7038,AUT
7036,Fanshawe Street/Victoria Park
3708,Harbourside Church
3445,Burns Avenue
3462,Devonport Terminal
3449,Devonport Shops
3407,Hastings Parade
3405,St Pauls Devonport
3403,Mozeley Avenue
3473,William Sanders Retirement Village
3475,Wesley Street
3510,Regent Street
3401,Kawerau Avenue
3399,Montgomery Avenue
3488,Belmont Shops
3426,Montgomery Avenue
3428,Kawerau Avenue
3479,17 Kawerau Avenue
3477,Regent Street
3508,Wesley Street
3506,William Sanders Retirement Village
3432,Mozeley Avenue
3434,St Pauls Devonport
3436,Hastings Parade
3490,Devonport Shops
3409,Victoria Road
3411,Shoal Bay Road
3413,Roslyn Road
3415,St Augustine's Church
3417,Summer Street
3419,Glen Road
3421,Stanley Bay Park
3423,First Avenue
3456,Secret Cove
3454,First Avenue
3452,Stanley Bay Park
3450,Glen Road
3448,Summer Street
3446,St Augustine's Church
3444,Naval Hospital
3442,Kiwi Road
3440,Roslyn Road
3438,Shoal Bay Road
3188,Victoria Road
3425,Devonport Library
3458,Mays Street
3451,Tudor Street
3453,Fuji Reserve
3455,Devonport Museum
3439,Albert Road
3476,Vauxhall Road
3474,Matai Road
3472,Eton Avenue
3468,Devonport Domain
3429,Cambridge Terrace
3464,Duders Beach
3460,Devonport Beach
3469,Albert Road/Lake Road
3467,Church Street
3465,Cambria Road
3457,Vauxhall Road Shops
3459,Ascot Avenue
3461,Morrison Avenue
3489,Narrow Neck Beach
3487,Merani Street
3483,Wicklow Road
3481,Old Lake Road/Fraser Road
3395,Belmont Intermediate School
3393,Wilson School
3391,Clifton Road
3418,Bayview Road
3380,Hauraki Corner
3389,Bayview Road
3420,Clifton Road
3422,Wilson School
3652,Takapuna Grammar School
3512,Old Lake Road/Fraser Road
3514,Wicklow Road
3516,Merani Street
3518,Handley Avenue
3520,Narrow Neck Beach
3496,Morrison Avenue
3494,Ascot Avenue
3478,Vauxhall Road Shops
3500,Cambria Road
3502,Church Sreet
3257,Milford Shops
3259,Milford Road
3261,Saltburn Road
3263,Muritai Road
3265,Eric Price Avenue
3267,O'Neills Avenue
3269,Brett Avenue
3271,Anzac Street
3566,Burns Avenue/Bracken Avenue
3564,Esmonde Road
3515,Esmonde Road
3547,Burns Avenue/Bracken Avenue
3568,Stop B Takapuna
3298,Anzac Street
3294,Killarney Street
3292,O'Neills Avenue
3290,Eric Price Avenue
3288,Muritai Road
3286,Saltburn Road
3284,Milford Rd
3354,Milford Centre
4153,Omana Road
3348,Commodore Parry Road
3346,Beach Road/Rahopara Street
3344,56 Beach Road
3342,Castor Bay Road
3340,Kennedy Park
3245,Aberdeen Road
3256,Red Bluff Road
